nearestid,country,averageincquintile,lengthinmetres,lengthinmetresbeforesimplification,startlat,startlon,endlat,endlon,average2019detachedhouseprice,coastalpopulationdensity
S01007452,Scotland,3.3,29337,47861,56.0071,-3.3984,56.1,-3.8392,0,1611
S01009122,Scotland,3.1,14253,26991,56.1,-3.8392,56.0062,-3.6834,0,1956
S01008181,Scotland,3.3,38545,57068,56.0062,-3.6834,55.9462,-3.0751,0,2267
S01008243,Scotland,3.4,29076,39345,55.9462,-3.0751,56.0595,-2.655,0,1599
S01008277,Scotland,3.5,35691,49678,56.0595,-2.655,55.9179,-2.1417,0,87
E02005707,EnglandAndWales,2.5,18080,27603,55.9179,-2.1417,55.7683,-2.0292,0,138
E02005706,EnglandAndWales,2.4,32006,55503,55.7683,-2.0292,55.5825,-1.6408,377083,78
E02005702,EnglandAndWales,1.9,46668,74776,55.5825,-1.6408,55.165,-1.5725,293434,432
E02001738,EnglandAndWales,1.8,57999,78736,55.165,-1.5725,54.6966,-1.1758,283281,1878
E02002484,EnglandAndWales,1.8,13105,25884,54.6966,-1.1758,54.5808,-1.2126,250674,3856
E02002537,EnglandAndWales,1.7,9011,12748,54.5808,-1.2126,54.6487,-1.1366,245024,5535
E02002524,EnglandAndWales,1.5,41391,49785,54.6487,-1.1366,54.4795,-0.5667,246435,754
E02005798,EnglandAndWales,1.9,29153,36362,54.4795,-0.5667,54.2458,-0.3642,251443,348
E02002685,EnglandAndWales,1.7,23383,29033,54.2458,-0.3642,54.1199,-0.0775,239047,521
E02002685,EnglandAndWales,1.7,16040,20372,54.1199,-0.0775,53.9984,-0.2092,242857,319
E02002693,EnglandAndWales,2.3,51667,58888,53.9984,-0.2092,53.5783,0.1242,262500,139
E02002671,EnglandAndWales,1.9,31587,46058,53.5783,0.1242,53.7429,-0.265,218714,1495
E02002671,EnglandAndWales,2.2,34450,41417,53.7429,-0.265,53.6958,-0.7808,305065,1276
E02002721,EnglandAndWales,2.4,7786,14103,53.6958,-0.7808,53.6371,-0.7167,297656,1956
E02002751,EnglandAndWales,2.5,10321,13145,53.6371,-0.7167,53.7129,-0.6267,336565,1350
E02002715,EnglandAndWales,2.1,22005,25909,53.7129,-0.6267,53.7137,-0.2934,320385,1814
E02002750,EnglandAndWales,1.9,40152,62400,53.7137,-0.2934,53.4792,0.1674,262296,1237
E02005425,EnglandAndWales,1.5,43558,55677,53.4792,0.1674,53.1025,0.3442,211752,144
E02005417,EnglandAndWales,1.5,33899,42873,53.1025,0.3442,52.8841,-0.0076,242700,329
E02005466,EnglandAndWales,2,28136,38427,52.8841,-0.0076,52.7829,0.3749,247138,522
E02005551,EnglandAndWales,2.3,24279,28869,52.7829,0.3749,52.9763,0.5416,291962,350
E02005551,EnglandAndWales,2.8,30134,63426,52.9763,0.5416,52.9796,0.99,443442,97
E02005570,EnglandAndWales,2.5,29282,31214,52.9796,0.99,52.8971,1.4033,409626,202
E02005538,EnglandAndWales,2,33529,36417,52.8971,1.4033,52.6699,1.7291,296699,358
E02005540,EnglandAndWales,2.1,21484,23659,52.6699,1.7291,52.4783,1.7658,268085,829
E02006315,EnglandAndWales,2.3,45596,50740,52.4783,1.7658,52.0849,1.5809,292290,272
E02006293,EnglandAndWales,3,24853,36155,52.0849,1.5809,51.9304,1.3199,290692,421
E02004573,EnglandAndWales,3,15505,20083,51.9304,1.3199,52.0291,1.1608,331971,1694
E02006237,EnglandAndWales,3,11520,14356,52.0291,1.1608,51.9558,1.2791,344978,2209
E02006236,EnglandAndWales,3.1,15031,18695,51.9558,1.2791,51.95,1.0608,403271,1392
E02004573,EnglandAndWales,3,15828,20296,51.95,1.0608,51.9466,1.2908,384014,959
E02004573,EnglandAndWales,2.4,17227,42533,51.9466,1.2908,51.8013,1.2049,345520,881
E02004584,EnglandAndWales,2.2,11755,12597,51.8013,1.2049,51.7679,1.0434,344183,906
E02004524,EnglandAndWales,3,10336,22262,51.7679,1.0434,51.8488,0.9699,385279,2241
E02004524,EnglandAndWales,3.1,7280,32183,51.8488,0.9699,51.7846,0.99,389685,3039
E02004524,EnglandAndWales,3.3,21543,54498,51.7846,0.99,51.7266,0.6925,425814,1030
E02004557,EnglandAndWales,3.5,17447,33954,51.7266,0.6925,51.7392,0.9441,454222,819
E02004560,EnglandAndWales,3.1,20767,39585,51.7392,0.9441,51.5583,0.8708,431396,560
E02003287,EnglandAndWales,3.6,44039,77256,51.5583,0.8708,51.4659,0.2542,477778,2865
E02003308,EnglandAndWales,3.4,31113,41516,51.4659,0.2542,51.4721,0.7017,481758,3811
E02003314,EnglandAndWales,3.2,15368,28634,51.4721,0.7017,51.39,0.5241,452853,4018
E02003320,EnglandAndWales,3.2,12188,28643,51.39,0.5241,51.3795,0.6983,447440,3545
E02005116,EnglandAndWales,3.1,8260,25611,51.3795,0.6983,51.4463,0.75,449662,3133
E02005115,EnglandAndWales,2.9,11390,12186,51.4463,0.75,51.4149,0.9058,479125,1151
E02005120,EnglandAndWales,3.2,6902,11006,51.4149,0.9058,51.3529,0.9067,468017,1586
E02005119,EnglandAndWales,3.3,11413,15377,51.3529,0.9067,51.3875,0.7525,443170,1529
E02005119,EnglandAndWales,3.3,11369,19104,51.3875,0.7525,51.3396,0.8966,443170,1505
E02005011,EnglandAndWales,3.1,37408,41048,51.3396,0.8966,51.3929,1.4266,455745,875
E02005044,EnglandAndWales,3,26773,36803,51.3929,1.4266,51.1533,1.3942,387559,876
E02005049,EnglandAndWales,3.5,27493,35117,51.1533,1.3942,51.0484,1.0391,399507,700
E02005114,EnglandAndWales,3.6,16008,18524,51.0484,1.0391,50.9104,0.975,395370,545
E02004393,EnglandAndWales,3.3,14660,15501,50.9104,0.975,50.9337,0.7699,481264,209
E02004367,EnglandAndWales,2.6,43565,49536,50.9337,0.7699,50.7321,0.24,382838,767
